Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
4065,122.28,3170,4,Female,Female-Mid,Half Shaved,,,,,Cigarette,Hot Lipstick,,Earring
4066,72.41,8669,2,Male,Male-Mid,Knitted Cap,VR,,,,,,,
4067,78.37,7885,4,Female,Female-Light,Bandana,Horned Rim Glasses,,,,Cigarette,,,Earring
4068,120.76,3324,4,Male,Male-Light,Mohawk,,Mustache,,,,Frown,,Earring
4069,62.85,9420,2,Female,Female-Dark,Mohawk Dark,,,,,,Purple Lipstick,,
4070,107.96,4504,2,Male,Male-Dark,Cowboy Hat,Horned Rim Glasses,,,,,,,
4071,81.62,7469,3,Male,Male-Dark,Crazy Hair,,Chinstrap,,,,,,Earring
4072,93.74,6113,4,Female,Female-Dark,Headband,Clown Eyes Blue,,,,,Hot Lipstick,,Earring
4073,142.04,1795,3,Female,Female-Mid,Half Shaved,Purple Eye Shadow,,,,,Purple Lipstick,,
4074,139.24,1967,3,Female,Female-Dark,Crazy Hair,,,Rosy Cheeks,,,Hot Lipstick,,
4075,214.72,494,4,Female,Female-Dark,Blonde Short,Green Eye Shadow,,,Gold Chain,,Black Lipstick,,
4076,68.37,9007,3,Male,Male-Light,Wild Hair,Regular Shades,,,,Cigarette,,,
4077,57.42,9854,2,Male,Male-Albino,Wild Hair,,,,,,,,Earring
4078,108.28,4454,3,Female,Female-Dark,Mohawk Thin,,,Mole,,,,Clown Nose,
4079,109.78,4270,3,Male,Male-Dark,Cap Forward,Regular Shades,Mustache,,,,,,
4080,127.28,2713,1,Female,Female-Mid,,Green Eye Shadow,,,,,,,
4081,121.35,3266,2,Male,Male-Dark,Peak Spike,,Big Beard,,,,,,
4082,170.86,937,3,Male,Male-Mid,Top Hat,,Mustache,,,Pipe,,,
4083,75.19,8410,3,Female,Female-Mid,Wild Hair,,,Mole,,,Purple Lipstick,,
4084,118.97,3451,3,Male,Male-Light,Vampire Hair,Big Shades,,Mole,,,,,
4085,52.22,9934,2,Female,Female-Dark,Knitted Cap,,,,,,,,Earring
4086,135.55,2163,3,Female,Female-Mid,Wild White Hair,Clown Eyes Green,,,,,Purple Lipstick,,
4087,301.18,127,3,Female,Female-Light,Tassle Hat,,,,Choker,,Hot Lipstick,,
4088,64.55,9240,2,Female,Female-Mid,Headband,,,,,,Black Lipstick,,
4089,79.54,7690,3,Female,Female-Dark,Crazy Hair,Regular Shades,,,,,Purple Lipstick,,
4090,70.11,8877,2,Male,Male-Light,Peak Spike,Horned Rim Glasses,,,,,,,
4091,77.25,8083,3,Male,Male-Dark,Stringy Hair,Classic Shades,Shadow Beard,,,,,,
4092,75.91,8322,3,Female,Female-Light,Wild Hair,Nerd Glasses,,,,,Purple Lipstick,,
4093,141.5,1828,3,Female,Female-Light,Straight Hair Blonde,Green Eye Shadow,,,,,Hot Lipstick,,
4094,227.8,390,3,Male,Male-Light,Headband,,,,,Medical Mask,Buck Teeth,,
4095,95.16,5936,2,Female,Female-Mid,Tassle Hat,,,,,,Purple Lipstick,,
4096,113.24,3926,3,Male,Male-Dark,Cap Forward,Big Shades,Front Beard Dark,,,,,,
4097,122.06,3192,2,Male,Male-Mid,Vampire Hair,,Normal Beard Black,,,,,,
4098,104.46,4942,3,Male,Male-Dark,Cap Forward,,Front Beard,,,Cigarette,,,
4099,116.13,3717,3,Female,Female-Mid,Wild Blonde,,,,,Cigarette,Hot Lipstick,,
4100,90.71,6494,4,Female,Female-Dark,Stringy Hair,Clown Eyes Blue,,,,,Hot Lipstick,,Earring
4101,128.78,2596,3,Female,Female-Light,Wild White Hair,Horned Rim Glasses,,Mole,,,,,
4102,90.46,6521,2,Male,Male-Mid,Peak Spike,,Handlebars,,,,,,
4103,113.57,3904,2,Female,Female-Dark,Wild White Hair,,,Mole,,,,,
4104,89.8,6595,3,Male,Male-Light,Mohawk Dark,,Front Beard Dark,,,Cigarette,,,
4105,140.28,1904,3,Female,Female-Dark,Mohawk Thin,,,Spots,,,Hot Lipstick,,
4106,118.43,3500,3,Female,Female-Mid,Tassle Hat,Blue Eye Shadow,,,,,,,Earring
4107,125.54,2842,3,Female,Female-Light,Red Mohawk,Clown Eyes Green,,,,Cigarette,,,
4108,69.19,8945,3,Male,Male-Dark,Messy Hair,Small Shades,,,,,,,Earring
4109,125.98,2803,2,Male,Male-Albino,Purple Hair,,Normal Beard Black,,,,,,
4110,90.66,6502,3,Male,Male-Dark,Messy Hair,Nerd Glasses,Mustache,,,,,,
4111,110.66,4170,3,Male,Male-Albino,Mohawk,Small Shades,Goat,,,,,,
4112,145.74,1621,2,Female,Female-Dark,Pink With Hat,,,,,,Black Lipstick,,
4113,107.68,4543,2,Male,Male-Mid,Clown Hair Green,Eye Patch,,,,,,,
4114,104.38,4949,2,Male,Male-Albino,Cap Forward,,Normal Beard,,,,,,
4115,84.24,7172,2,Male,Male-Light,Cap Forward,Small Shades,,,,,,,
4116,73.43,8577,3,Female,Female-Light,Bandana,Nerd Glasses,,,,,Hot Lipstick,,
4117,82.72,7342,3,Female,Female-Mid,Stringy Hair,Clown Eyes Green,,,,,Hot Lipstick,,
4118,107.22,4607,2,Female,Female-Light,Half Shaved,,,,,,Purple Lipstick,,
4119,105.69,4797,3,Male,Male-Light,Shaved Head,Regular Shades,,,,Vape,,,
4120,60.75,9650,2,Female,Female-Mid,Mohawk Thin,,,,,,Hot Lipstick,,
4121,1138.4,20,6,Male,Male-Mid,Mohawk,,Chinstrap,Spots,Silver Chain,Cigarette,,,Earring
4122,172.56,910,5,Female,Female-Mid,Headband,Green Eye Shadow,,Mole,,,Purple Lipstick,,Earring
4123,79.52,7696,2,Male,Male-Mid,Headband,,Chinstrap,,,,,,
4124,112.06,4027,2,Male,Male-Albino,Purple Hair,Eye Patch,,,,,,,
4125,81.88,7433,2,Male,Male-Mid,Do-rag,VR,,,,,,,
4126,97.3,5677,3,Male,Male-Mid,Mohawk,Small Shades,,,,Pipe,,,
4127,90.21,6546,2,Male,Male-Dark,Mohawk,,,,,,,Clown Nose,
4128,82.15,7401,1,Male,Male-Albino,Frumpy Hair,,,,,,,,
4129,107.74,4535,2,Female,Female-Light,Wild Blonde,,,,,,Hot Lipstick,,
4130,117.96,3537,2,Female,Female-Albino,Dark Hair,,,,,,Purple Lipstick,,
4131,122.57,3145,2,Male,Male-Albino,,Regular Shades,Mustache,,,,,,
4132,130.14,2476,2,Female,Female-Mid,Blonde Short,VR,,,,,,,
4133,129.07,2572,2,Female,Female-Light,Wild Blonde,Green Eye Shadow,,,,,,,
4134,56.87,9873,2,Female,Female-Mid,Frumpy Hair,,,,,Cigarette,,,
4135,54.74,9906,2,Male,Male-Dark,Crazy Hair,,,,,Cigarette,,,
4136,264.81,246,2,Male,Male-Dark,Beanie,Horned Rim Glasses,,,,,,,
4137,79.57,7688,2,Male,Male-Dark,Frumpy Hair,,,,,Vape,,,
4138,94.66,5996,3,Male,Male-Dark,Frumpy Hair,Big Shades,Front Beard,,,,,,
4139,127.43,2702,2,Female,Female-Mid,Red Mohawk,Green Eye Shadow,,,,,,,
4140,140.56,1892,3,Female,Female-Light,Blonde Short,Clown Eyes Blue,,,,,Black Lipstick,,
4141,134.38,2229,4,Male,Male-Mid,Messy Hair,Regular Shades,,,,Pipe,Smile,,
4142,93.91,6093,2,Male,Male-Albino,Headband,,,,,,Frown,,
4143,129.52,2530,1,Male,Male-Mid,,,,,,,Smile,,
4144,120.06,3384,1,Female,Female-Light,Clown Hair Green,,,,,,,,
4145,92.98,6202,3,Female,Female-Mid,Mohawk Dark,,,,,Pipe,Black Lipstick,,
4146,67.13,9073,2,Female,Female-Dark,Wild Hair,Eye Patch,,,,,,,
4147,85.41,7017,4,Female,Female-Mid,Mohawk Dark,Horned Rim Glasses,,,,,Purple Lipstick,,Earring
4148,110.03,4238,3,Male,Male-Dark,Cap Forward,Regular Shades,Luxurious Beard,,,,,,
4149,64.13,9283,2,Female,Female-Dark,Wild Hair,Horned Rim Glasses,,,,,,,
4150,59.74,9740,2,Male,Male-Mid,Frumpy Hair,Big Shades,,,,,,,
4151,149.64,1467,4,Female,Female-Mid,Straight Hair Dark,Purple Eye Shadow,,Mole,,,,,Earring
4152,77.64,8016,3,Female,Female-Dark,Stringy Hair,Big Shades,,,,,Black Lipstick,,
4153,136.27,2132,3,Female,Female-Light,Wild White Hair,Clown Eyes Green,,Mole,,,,,
4154,100.44,5358,2,Male,Male-Light,Do-rag,,,,,,,Clown Nose,
4155,94.85,5971,3,Male,Male-Mid,Cap Forward,,Goat,,,,,,Earring
4156,895.27,46,1,Ape,Ape,Bandana,,,,,,,,
4157,80.82,7547,3,Male,Male-Light,Bandana,,Front Beard Dark,,,,,,Earring
4158,79.01,7780,2,Male,Male-Light,Headband,,Luxurious Beard,,,,,,
4159,183.87,743,3,Female,Female-Albino,Red Mohawk,,,,Silver Chain,,Hot Lipstick,,
4160,141.81,1804,3,Male,Male-Light,Purple Hair,Small Shades,Front Beard Dark,,,,,,
4161,65.94,9142,3,Female,Female-Dark,Mohawk Dark,,,,,,Black Lipstick,,Earring
4162,112.5,3987,4,Male,Male-Light,Do-rag,Horned Rim Glasses,Front Beard,,,,,,Earring
4163,72.4,8671,2,Male,Male-Albino,Frumpy Hair,,Shadow Beard,,,,,,
4164,90.86,6473,2,Male,Male-Albino,Headband,,Chinstrap,,,,,,
4165,109.15,4354,2,Male,Male-Mid,Purple Hair,VR,,,,,,,
4166,150.76,1432,4,Female,Female-Light,Blonde Bob,Purple Eye Shadow,,,,,Black Lipstick,,Earring
4167,90.21,6547,3,Female,Female-Mid,Mohawk Dark,VR,,,,,Black Lipstick,,
4168,87.75,6767,4,Female,Female-Light,Stringy Hair,,,Mole,,Cigarette,Hot Lipstick,,
4169,128.24,2631,3,Female,Female-Light,Tassle Hat,Green Eye Shadow,,,,,Hot Lipstick,,
4170,48.28,9971,2,Male,Male-Dark,Crazy Hair,,,,,,,,Earring
4171,58.06,9828,2,Male,Male-Light,Mohawk Thin,,,Mole,,,,,
4172,61.02,9622,2,Male,Male-Mid,Mohawk,Classic Shades,,,,,,,
4173,164.89,1065,4,Male,Male-Light,Mohawk Thin,Nerd Glasses,,,,Medical Mask,,Clown Nose,
4174,58.07,9826,2,Male,Male-Mid,Mohawk,,,Mole,,,,,
4175,109.33,4331,3,Male,Male-Light,Shaved Head,Eye Patch,Handlebars,,,,,,
4176,258.88,267,5,Female,Female-Mid,Straight Hair Blonde,Green Eye Shadow,,,,Medical Mask,Purple Lipstick,,Earring
4177,77.52,8036,3,Male,Male-Mid,Peak Spike,Nerd Glasses,,,,Cigarette,,,
4178,907.82,39,1,Ape,Ape,Do-rag,,,,,,,,
4179,105.04,4882,3,Male,Male-Dark,Peak Spike,Big Shades,Front Beard,,,,,,
4180,93.8,6107,3,Female,Female-Light,Mohawk,Eye Mask,,,,,Black Lipstick,,
4181,111.65,4060,3,Male,Male-Light,Wild Hair,3D Glasses,Handlebars,,,,,,
4182,63.27,9364,3,Male,Male-Mid,Mohawk Thin,,Shadow Beard,,,,,,Earring
4183,111.14,4108,2,Female,Female-Light,Wild Blonde,Regular Shades,,,,,,,
4184,91.6,6379,3,Female,Female-Albino,Mohawk,Horned Rim Glasses,,,,,Hot Lipstick,,
4185,67.49,9054,2,Male,Male-Light,Frumpy Hair,Small Shades,,,,,,,
4186,61.39,9588,2,Male,Male-Dark,Frumpy Hair,Classic Shades,,,,,,,
4187,69.45,8923,2,Male,Male-Dark,Crazy Hair,Small Shades,,,,,,,
4188,103.9,4995,2,Female,Female-Light,Dark Hair,Nerd Glasses,,,,,,,
4189,61.4,9585,2,Male,Male-Dark,Knitted Cap,Horned Rim Glasses,,,,,,,
4190,108.26,4459,3,Female,Female-Mid,Half Shaved,,,,,,Hot Lipstick,,Earring
4191,110.82,4148,4,Female,Female-Dark,Mohawk,Nerd Glasses,,,,Pipe,Hot Lipstick,,
4192,171.08,933,4,Male,Male-Dark,Shaved Head,,Goat,Rosy Cheeks,,,,,Earring
4193,77.08,8115,2,Male,Male-Dark,Frumpy Hair,,Normal Beard Black,,,,,,
4194,105.24,4859,3,Female,Female-Mid,Stringy Hair,,,,,,Hot Lipstick,Clown Nose,
4195,103.74,5019,2,Female,Female-Dark,Dark Hair,,,Mole,,,,,
4196,107.11,4622,2,Female,Female-Dark,Clown Hair Green,,,,,,Purple Lipstick,,
4197,87.01,6833,2,Male,Male-Mid,Do-rag,,Normal Beard,,,,,,
4198,116.82,3641,2,Female,Female-Dark,Straight Hair Dark,Clown Eyes Green,,,,,,,
4199,92.89,6217,3,Male,Male-Light,Mohawk Dark,Big Shades,Normal Beard Black,,,,,,
4200,102.34,5178,2,Female,Female-Dark,Dark Hair,,,,,,Hot Lipstick,,
4201,66.76,9093,2,Male,Male-Dark,Messy Hair,Clown Eyes Green,,,,,,,
4202,79.69,7674,3,Male,Male-Light,Knitted Cap,,Normal Beard,,,,,,Earring
4203,89.3,6641,2,Male,Male-Albino,Headband,,Goat,,,,,,
4204,107.24,4602,4,Male,Male-Mid,Messy Hair,Clown Eyes Green,Chinstrap,,,,,,Earring
4205,76.83,8162,2,Male,Male-Mid,Mohawk Thin,,Mustache,,,,,,
4206,95.83,5851,3,Male,Male-Mid,Crazy Hair,Classic Shades,Chinstrap,,,,,,
4207,106.2,4741,3,Male,Male-Dark,Hoodie,,Goat,Mole,,,,,
4208,58,9832,3,Female,Female-Mid,Stringy Hair,,,,,Cigarette,,,Earring
4209,101.06,5292,3,Male,Male-Dark,Bandana,Small Shades,,,,Vape,,,
4210,101.35,5274,4,Male,Male-Dark,Cap Forward,Big Shades,Shadow Beard,,,,,,Earring
4211,206.55,560,2,Female,Female-Albino,Orange Side,Eye Patch,,,,,,,
4212,94.49,6021,4,Male,Male-Albino,Headband,Big Shades,,Mole,,,,,Earring
4213,60.78,9649,2,Female,Female-Mid,Bandana,Nerd Glasses,,,,,,,
4214,142.23,1785,3,Female,Female-Dark,Pink With Hat,,,,,Cigarette,,,Earring
4215,119.17,3434,3,Female,Female-Mid,Dark Hair,Big Shades,,,,,Black Lipstick,,
4216,84.44,7141,3,Male,Male-Mid,Mohawk,Small Shades,Shadow Beard,,,,,,
4217,109.92,4254,3,Male,Male-Mid,Do-rag,Clown Eyes Blue,Normal Beard,,,,,,
4218,129.07,2573,3,Female,Female-Mid,Wild Blonde,3D Glasses,,,,,,,Earring
4219,57.14,9859,2,Male,Male-Mid,Messy Hair,,,Mole,,,,,
4220,93.03,6196,3,Male,Male-Dark,Hoodie,Big Shades,Shadow Beard,,,,,,
4221,113.63,3900,3,Male,Male-Mid,Headband,,Normal Beard Black,,,Vape,,,
4222,168.16,991,3,Female,Female-Light,Pigtails,Green Eye Shadow,,,,,,,Earring
4223,102.05,5210,3,Male,Male-Mid,Frumpy Hair,VR,Muttonchops,,,,,,
4224,133.25,2290,3,Female,Female-Albino,Dark Hair,Nerd Glasses,,,,,Black Lipstick,,
4225,129.54,2528,2,Female,Female-Mid,Straight Hair Blonde,Blue Eye Shadow,,,,,,,
4226,125.31,2861,1,Male,Male-Light,,,Handlebars,,,,,,
4227,82.72,7343,2,Female,Female-Mid,Mohawk Dark,Green Eye Shadow,,,,,,,
4228,144.08,1695,3,Male,Male-Mid,Cap Forward,Classic Shades,Big Beard,,,,,,
4229,122.23,3177,3,Female,Female-Dark,Half Shaved,Big Shades,,,,,Hot Lipstick,,
4230,58.36,9814,3,Female,Female-Light,Messy Hair,,,,,Cigarette,,,Earring
4231,242.84,321,5,Female,Female-Dark,Dark Hair,Clown Eyes Blue,,,,Medical Mask,Purple Lipstick,,Earring
4232,73.05,8611,2,Female,Female-Light,Crazy Hair,Clown Eyes Green,,,,,,,
4233,89.16,6650,3,Male,Male-Light,Bandana,Nerd Glasses,Normal Beard Black,,,,,,
4234,163.25,1100,4,Male,Male-Dark,Purple Hair,Horned Rim Glasses,,,Gold Chain,,,,Earring
4235,130.78,2426,3,Female,Female-Light,Straight Hair Blonde,Clown Eyes Green,,,,,Hot Lipstick,,
4236,255.85,273,3,Female,Female-Dark,Bandana,,,,Choker,,,,Earring
4237,194.42,648,3,Female,Female-Albino,Pigtails,Green Eye Shadow,,,,,Purple Lipstick,,
4238,70.87,8810,2,Male,Male-Dark,Do-rag,Big Shades,,,,,,,
4239,202.7,591,4,Female,Female-Mid,Dark Hair,Clown Eyes Blue,,Rosy Cheeks,,Cigarette,,,
4240,234.33,360,3,Male,Male-Albino,,,Goat,,,,Buck Teeth,,Earring
4241,66.03,9134,3,Male,Male-Light,Cap,,,Mole,,,,,Earring
4242,94.74,5983,3,Female,Female-Light,Mohawk Thin,Green Eye Shadow,,,,,Hot Lipstick,,
4243,129.59,2519,3,Female,Female-Mid,Red Mohawk,Green Eye Shadow,,,,,,,Earring
4244,103.44,5058,3,Male,Male-Light,Peak Spike,Horned Rim Glasses,Chinstrap,,,,,,
4245,144.18,1692,4,Female,Female-Dark,Wild White Hair,Clown Eyes Green,,Mole,,,,,Earring
4246,145.95,1607,3,Male,Male-Light,Hoodie,Small Shades,,,Silver Chain,,,,
4247,97.17,5691,3,Female,Female-Mid,Headband,Blue Eye Shadow,,,,,Hot Lipstick,,
4248,74.92,8448,2,Male,Male-Light,Stringy Hair,,Goat,,,,,,
4249,61.97,9520,3,Female,Female-Mid,Messy Hair,,,,,,Hot Lipstick,,Earring
4250,175.06,869,3,Female,Female-Dark,Wild Hair,Welding Goggles,,,,,Purple Lipstick,,
4251,176.08,842,4,Male,Male-Dark,Top Hat,VR,Mustache,,,,,,Earring
4252,105.64,4804,3,Male,Male-Dark,Shaved Head,Eye Patch,Goat,,,,,,
4253,88.81,6683,2,Male,Male-Albino,Fedora,,,,,,,,Earring
4254,164.89,1066,4,Female,Female-Albino,Blonde Bob,Purple Eye Shadow,,,,,Purple Lipstick,,Earring
4255,141.64,1823,4,Male,Male-Dark,Cap,Small Shades,Shadow Beard,,,,,Clown Nose,
4256,64.32,9267,3,Male,Male-Dark,Headband,Big Shades,,,,,,,Earring
4257,111.08,4116,3,Female,Female-Albino,Mohawk Thin,Purple Eye Shadow,,,,,Hot Lipstick,,
4258,115.47,3768,2,Male,Male-Light,,Classic Shades,Handlebars,,,,,,
4259,138.9,1979,4,Male,Male-Light,Crazy Hair,Horned Rim Glasses,Shadow Beard,,,Medical Mask,,,
4260,147.71,1537,4,Male,Male-Mid,Mohawk,VR,,,Silver Chain,Cigarette,,,
4261,163.86,1091,4,Male,Male-Mid,Do-rag,,Normal Beard Black,,Silver Chain,Cigarette,,,
4262,63.21,9373,3,Male,Male-Light,Frumpy Hair,,Shadow Beard,,,,,,Earring
4263,93.36,6159,2,Female,Female-Albino,Mohawk,,,,,Pipe,,,
4264,172.85,902,2,Female,Female-Albino,Wild Blonde,,,,Silver Chain,,,,
4265,83.29,7283,2,Female,Female-Dark,Frumpy Hair,Blue Eye Shadow,,,,,,,
4266,96.62,5750,3,Female,Female-Light,Knitted Cap,Blue Eye Shadow,,,,,Hot Lipstick,,
4267,116.5,3675,2,Female,Female-Mid,Blonde Short,,,,,,Purple Lipstick,,
4268,157.53,1239,3,Female,Female-Albino,Wild White Hair,Blue Eye Shadow,,,,Cigarette,,,
4269,76.01,8305,2,Female,Female-Albino,Messy Hair,,,,,,Purple Lipstick,,
4270,90.36,6526,3,Female,Female-Albino,Messy Hair,Nerd Glasses,,,,,Purple Lipstick,,
4271,96.5,5765,2,Male,Male-Light,Purple Hair,Nerd Glasses,,,,,,,
4272,141.47,1833,4,Male,Male-Light,Peak Spike,,Shadow Beard,,Silver Chain,,,,Earring
4273,70.04,8880,2,Female,Female-Dark,Bandana,Clown Eyes Green,,,,,,,
4274,79.07,7770,3,Female,Female-Mid,Mohawk Dark,Regular Shades,,,,,Black Lipstick,,
4275,75.8,8333,3,Female,Female-Dark,Stringy Hair,Big Shades,,,,,Hot Lipstick,,
4276,111.21,4104,2,Female,Female-Dark,Straight Hair Blonde,Big Shades,,,,,,,
4277,71.46,8747,3,Female,Female-Dark,Wild Hair,,,,,Cigarette,Black Lipstick,,
4278,103.41,5061,2,Male,Male-Mid,Police Cap,,Mustache,,,,,,
4279,106.43,4698,2,Female,Female-Light,Straight Hair,Nerd Glasses,,,,,,,
4280,135.87,2149,4,Male,Male-Dark,Cap Forward,Regular Shades,Shadow Beard,,,,Frown,,
4281,115.95,3734,2,Female,Female-Mid,Wild White Hair,Classic Shades,,,,,,,
4282,106.36,4709,2,Male,Male-Light,Vampire Hair,Classic Shades,,,,,,,
4283,106.31,4724,4,Male,Male-Light,Cap,3D Glasses,Shadow Beard,,,,,,Earring
4284,131.64,2372,3,Male,Male-Light,Knitted Cap,,Muttonchops,,,Medical Mask,,,
4285,116.7,3652,4,Male,Male-Light,Cap,VR,Normal Beard,,,,,,Earring
4286,148.85,1496,4,Female,Female-Mid,Straight Hair Blonde,Green Eye Shadow,,,,,Hot Lipstick,,Earring
4287,70.44,8852,2,Male,Male-Light,Do-rag,Horned Rim Glasses,,,,,,,
4288,175.61,851,2,Female,Female-Mid,Wild White Hair,,,Rosy Cheeks,,,,,
4289,132.01,2345,3,Male,Male-Mid,Cap Forward,Eye Mask,,,,,Smile,,
4290,144.4,1685,2,Male,Male-Light,Top Hat,,Handlebars,,,,,,
4291,74.54,8484,2,Male,Male-Dark,Bandana,,Goat,,,,,,
4292,73.76,8555,2,Male,Male-Dark,Bandana,Eye Mask,,,,,,,
4293,67.81,9033,3,Male,Male-Light,Mohawk Dark,Nerd Glasses,,,,Cigarette,,,
4294,92.85,6223,3,Female,Female-Dark,Wild Hair,3D Glasses,,,,,Hot Lipstick,,
4295,124.2,2982,3,Male,Male-Light,Vampire Hair,,Normal Beard Black,,,,,,Earring
4296,106.86,4646,4,Male,Male-Light,Do-rag,Regular Shades,Shadow Beard,Mole,,,,,
4297,78.59,7856,3,Male,Male-Light,Stringy Hair,Eye Patch,Shadow Beard,,,,,,
4298,120.25,3368,4,Male,Male-Albino,Knitted Cap,Regular Shades,,,,,Smile,,Earring
4299,74.17,8511,2,Male,Male-Mid,Messy Hair,,Muttonchops,,,,,,
4300,145.31,1643,2,Female,Female-Dark,Pink With Hat,,,Mole,,,,,
4301,154.79,1324,3,Female,Female-Albino,Wild White Hair,VR,,,,,Purple Lipstick,,
4302,135.89,2146,4,Female,Female-Light,Straight Hair,Clown Eyes Blue,,,,,Purple Lipstick,,Earring
4303,109.09,4361,3,Male,Male-Mid,Do-rag,Small Shades,Muttonchops,,,,,,
4304,122.3,3167,2,Female,Female-Albino,Red Mohawk,,,,,,Purple Lipstick,,
4305,103.44,5059,3,Female,Female-Mid,Cap,Purple Eye Shadow,,,,,Black Lipstick,,
4306,49.61,9962,2,Female,Female-Light,Stringy Hair,,,,,,,,Earring
4307,85.71,6982,4,Male,Male-Mid,Knitted Cap,Regular Shades,Shadow Beard,,,,,,Earring
4308,63.29,9362,3,Male,Male-Dark,Wild Hair,Classic Shades,,,,,,,Earring
4309,145.27,1646,4,Female,Female-Mid,Dark Hair,Purple Eye Shadow,,,,,Purple Lipstick,,Earring
4310,77.72,8005,3,Female,Female-Light,Messy Hair,Classic Shades,,,,,Purple Lipstick,,
4311,96.02,5826,3,Male,Male-Dark,Mohawk Dark,Nerd Glasses,,,,,Frown,,
4312,95.08,5948,3,Male,Male-Mid,Headband,Big Shades,Chinstrap,,,,,,
4313,104.12,4968,2,Female,Female-Albino,,,,,,Cigarette,Purple Lipstick,,
4314,161.62,1141,2,Female,Female-Light,Frumpy Hair,Welding Goggles,,,,,,,
4315,108.51,4432,2,Female,Female-Dark,Red Mohawk,,,,,,Black Lipstick,,
4316,181.22,773,5,Female,Female-Light,Tassle Hat,Classic Shades,,,,Cigarette,Hot Lipstick,,Earring
4317,87.9,6754,2,Male,Male-Dark,Do-rag,,Mustache,,,,,,
4318,73.73,8557,3,Female,Female-Light,Mohawk Thin,Clown Eyes Green,,,,,,,Earring
4319,122.38,3160,4,Female,Female-Dark,Straight Hair Dark,,,,,Cigarette,Hot Lipstick,,Earring
4320,87.91,6752,2,Male,Male-Mid,Cap Forward,VR,,,,,,,
4321,79.1,7766,2,Male,Male-Dark,Frumpy Hair,,Front Beard,,,,,,
4322,81.04,7523,2,Male,Male-Dark,Mohawk Thin,,,,,,Frown,,
4323,101.01,5300,2,Male,Male-Dark,Cowboy Hat,,,,,Cigarette,,,
4324,297.28,144,5,Male,Male-Mid,Headband,Eye Mask,Normal Beard Black,,,,Buck Teeth,,Earring
4325,85.17,7041,3,Male,Male-Albino,Do-rag,Classic Shades,,,,,,,Earring
4326,57.77,9838,2,Male,Male-Mid,Wild Hair,,,Mole,,,,,
4327,81.68,7463,2,Female,Female-Light,Bandana,Purple Eye Shadow,,,,,,,
4328,92.62,6249,2,Male,Male-Dark,Fedora,,Shadow Beard,,,,,,
4329,75.65,8354,2,Male,Male-Dark,Mohawk Thin,Eye Mask,,,,,,,
4330,60.86,9642,3,Male,Male-Light,Stringy Hair,Horned Rim Glasses,,,,,,,Earring
4331,59.79,9730,2,Male,Male-Mid,Mohawk,Big Shades,,,,,,,
4332,144.56,1674,4,Female,Female-Dark,Dark Hair,Green Eye Shadow,,,,,Purple Lipstick,,Earring
4333,224.88,417,2,Female,Female-Light,Pilot Helmet,,,Mole,,,,,
4334,84.06,7192,3,Female,Female-Dark,Wild Hair,Clown Eyes Green,,,,,Hot Lipstick,,
4335,55,9901,3,Male,Male-Mid,Mohawk Thin,,,,,Cigarette,,,Earring
4336,126.72,2753,3,Male,Male-Light,Cowboy Hat,,Mustache,,,,,,Earring
4337,109.12,4359,3,Male,Male-Mid,Mohawk Dark,,Front Beard,,,Pipe,,,
4338,121.26,3277,3,Male,Male-Dark,Cap Forward,Nerd Glasses,,,,,,Clown Nose,
4339,65.85,9148,2,Female,Female-Light,Crazy Hair,Regular Shades,,,,,,,
4340,108.07,4490,2,Female,Female-Dark,Red Mohawk,,,Mole,,,,,
4341,92.28,6298,3,Male,Male-Dark,Frumpy Hair,Big Shades,Normal Beard,,,,,,
4342,109.9,4255,2,Male,Male-Light,Peak Spike,,,,,Medical Mask,,,
4343,115.15,3797,3,Female,Female-Mid,Straight Hair Dark,,,,,Cigarette,Purple Lipstick,,
4344,83.75,7233,3,Female,Female-Mid,Frumpy Hair,Clown Eyes Green,,,,,Hot Lipstick,,
4345,118.93,3459,2,Female,Female-Light,Blonde Short,Big Shades,,,,,,,
4346,179.27,796,3,Female,Female-Mid,Pink With Hat,Purple Eye Shadow,,,,,Purple Lipstick,,
4347,145.25,1648,2,Female,Female-Mid,Pink With Hat,Nerd Glasses,,,,,,,
4348,95.06,5951,3,Female,Female-Light,Stringy Hair,Green Eye Shadow,,Mole,,,,,
4349,107.72,4537,2,Female,Female-Light,Blonde Bob,,,Mole,,,,,
4350,143.58,1718,4,Male,Male-Dark,Headband,Clown Eyes Green,Big Beard,,,,,,Earring
4351,107.16,4612,3,Female,Female-Mid,Frumpy Hair,,,,,,Purple Lipstick,Clown Nose,
4352,149.04,1485,4,Male,Male-Albino,Messy Hair,Classic Shades,Normal Beard,,,,Smile,,
4353,130.13,2478,3,Female,Female-Light,Red Mohawk,Clown Eyes Blue,,,,,Purple Lipstick,,
4354,116.17,3713,2,Female,Female-Light,Wild White Hair,Classic Shades,,,,,,,
4355,108.52,4429,3,Male,Male-Mid,Vampire Hair,Classic Shades,,,,,,,Earring
4356,92.63,6248,3,Male,Male-Mid,Mohawk Thin,Horned Rim Glasses,Luxurious Beard,,,,,,
4357,76.42,8242,3,Female,Female-Mid,Stringy Hair,Regular Shades,,,,,Purple Lipstick,,
4358,270.31,227,3,Female,Female-Mid,Headband,,,,Choker,,Purple Lipstick,,
