Id,Rarity Score,Rank,Background,Body,Shield,Weapon,Mouth,Eyes,Backpack,Headpiece
4005,145.19,665,Solid-Green,Original-Cheese,Baseball,Spatula,Closed-mouth,Tall,Fork,Straw-hat
4006,201.35,360,Gradient1,Strong-Cheese,SNES-controller,Magic-mushroom,Doinker,Not-Super-Clever,El-Salvador,Messy-hair
4007,318.54,100,Solid-Pink,Pickled-Cheese,Fries,Scythe,Sad-mouth,Regular,Belgium,Headband
4008,242.48,221,Solid-Green,Cheese-on-a-Stick,,Torch,Happy-super,Looking-Down-Left,Canada,Messy-hair
4009,151.97,625,Solid-Yellow,Original-Cheese,Apple-green,Axe,Happy-open,Tall,Kid-amused,Straw-hat
4010,215.54,311,Solid-Blue,Original-Cheese,Teddy,Balloons,Doinker,Shut-4,,Unicorn
4011,240.16,225,Solid-Pink,Cheese-on-a-Stick,,Torch,Doinker-happy,Dilated,Germany,Viking
4012,223.11,278,Solid-Blue,Cheese-on-a-Stick,,Donut,Doinker-happy,Crying,Jetpack-Orange,Sombrero
4013,135.13,739,Solid-Yellow,Original-Cheese,Soft-drink,Magic-mushroom,Doinker-happy,Shut-4,South-Africa,
4014,123.11,840,Solid-Yellow,Blue-Cheese,Soft-drink,Middle-finger,Happy-open,Shut-2,,Side-cut
4015,152.83,616,Solid-Pink,Original-Cheese,,Middle-finger,Closed-mouth,Crossed-1,,Sombrero
4016,530.85,20,Solid-Blue,Magic-Mold-Cheese,Soda-can,Katana-wrong,Closed-mouth,Tall,Sweden,
4017,92.12,1037,Solid-Green,Original-Cheese,Drink-orange,Spatula,Closed-mouth,Happy,Bomb-bag,Flower
4018,145.16,666,Solid-Blue,Original-Cheese,Fries,Rupee-Red,Closed-mouth,Regular,Jetpack-Orange,Flower
4019,123.08,841,Solid-Yellow,Original-Cheese,Apple-green,,Smirk,Regular,Norway,Flower
4020,153.65,609,Solid-Green,Original-Cheese,,Pitchfork,Mustache,Not-Super-Clever,Sweden,Straw-hat
4021,170.59,506,Solid-Pink,Strong-Cheese,Card-clubs,Middle-finger,Closed-mouth,Round-glasses,Malaysia,Cowboy
4022,143.8,677,Gradient5,Original-Cheese,Heart,Magic-mushroom,Doinker-sad,Happy,,Unicorn
4023,122.34,848,Solid-Pink,Original-Cheese,,Magic-mushroom,Closed-mouth,Regular,USA,Stovepipe
4024,220.72,291,Gradient4,Original-Cheese,Card-clubs,,Happy-open,Happy,Fork,Oriental-hat
4025,176.37,472,Solid-Pink,Original-Cheese,Heart,Spatula,Closed-mouth,Disapproval-Left,Australia,Halo-silver
4026,139.83,702,Solid-Blue,Original-Cheese,Drink-orange,Gun-red,Smile,Not-Super-Clever,Puerto-Rico,Agent-black
4027,107.68,951,Solid-Yellow,Cheese-on-a-Stick,Drink-orange,Rupee-Blue,Happy-open,Regular,wingsBlue,Side-cut
4028,217.06,305,Gradient1,Original-Cheese,Soft-drink,Rupee-Green,Smile,Dilated,El-Salvador,Irish
4029,262.5,182,Gradient2,Original-Cheese,Drink-orange,,Sad-mouth,Shut-1,Malaysia,Headband
4030,423.82,38,Solid-Green,Strong-Cheese,Bow,Nemo,Doinker-happy,Puppy-eyes,rainbowRoad,Cap-propeller
4031,216.72,306,Solid-Pink,Strong-Cheese,Card-hearts,Sword-kid,Smile,Puppy-eyes,Argentina,
4032,235.13,243,Solid-Blue,Original-Cheese,Drink-orange,Middle-finger,Smirk,Happy,Germany,Viking
4033,122.67,846,Solid-Green,Strong-Cheese,,Rupee-Green,Happy-open,Not-Super-Clever,Norway,Sombrero
4034,115.66,893,Solid-Yellow,Original-Cheese,Soft-drink,,Happy-open,Regular,Singapore,Irish
4035,134.64,745,Solid-Green,Original-Cheese,Soft-drink,Sword-kid,Smile,Regular,Australia,Unicorn
4036,144.02,675,Solid-Yellow,Original-Cheese,Soft-drink,Torch,Sad-mouth,Regular,European-Union,Straw-hat
4037,189.61,407,Solid-Pink,Original-Cheese,Card-diamonds,Rupee-Green,Closed-mouth,Sunglasses,Kid-bored,
4038,221.74,284,Solid-Yellow,Original-Cheese,Bible,Scythe,Smirk,Shut-1,,Cowboy
4039,161.06,560,Solid-Blue,Strong-Cheese,Soda-can,Torch,Happy-super,Regular,,Straw-hat
4040,283.4,153,Solid-Blue,Original-Cheese,Baseball,Spatula,Tongue,Deal-with-it,Jetpack-Orange,
4041,292.97,129,Solid-Green,Original-Cheese,Shield-rainbow,Balloons,Doinker-happy,Shut-2,Great-Britain,Agent-black
4042,112.33,920,Solid-Green,Cheese-on-a-Stick,Card-clubs,,Doinker-happy,Dilated,Jetpack-Orange,
4043,152.04,624,Solid-Pink,Original-Cheese,Shield-tower,Torch,Happy-open,Shut-4,Great-Britain,Joker
4044,177.5,462,Solid-Green,Original-Cheese,Apple-green,Coin,Sad-mouth,Shut-4,Great-Britain,Straw-hat
4045,255.9,196,Solid-Green,Strong-Cheese,Card-diamonds,Scythe,Doinker-happy,Eye-patch,Italy,Sombrero
4046,167.68,523,Solid-Yellow,Blue-Cheese,Fries,Magic-mushroom,Open-mouth,Tall,New-Zealand,Horns
4047,112.87,916,Solid-Pink,Original-Cheese,Apple-green,Torch,Doinker-sad,Happy,Malaysia,
4048,230.25,257,Solid-Green,Original-Cheese,Drink-orange,,Tongue,Round-glasses,,Cap-reversed
4049,314.21,107,Solid-Green,Original-Cheese,Drink-red,Scythe,Closed-mouth,Shut-1,USA,
4050,256.71,194,Solid-Blue,Original-Cheese,Soda-can,Donut,Doinker-happy,Regular,Russia,Agent-brown
4051,152.11,622,Solid-Yellow,Original-Cheese,,Gun-red,Closed-mouth,Disapproval-Left,wingsBlue,Flower
4052,157.96,582,Solid-Pink,Original-Cheese,Card-hearts,,Doinker,Shut-3,Singapore,Halo-silver
4053,260.36,185,Solid-Blue,Original-Cheese,Fries,Baseball-bat,Doinker-happy,Looking-Down-Left,Germany,Axe-in-skull
4054,180.98,446,Gradient1,Strong-Cheese,Soft-drink,Balloons,Doinker-happy,Not-Super-Clever,New-Zealand,
4055,123.33,837,Solid-Blue,Original-Cheese,Soda-can,Scythe,Closed-mouth,Crying,wingsBlue,
4056,172.97,492,Solid-Pink,Original-Cheese,Drink-orange,Magic-mushroom,Doinker,Crossed-2,Italy,Flower
4057,318.74,99,Solid-Yellow,Strong-Cheese,Soda-can,Rupee-Blue,Doinker-sad,Deal-with-it,Argentina,Crown
4058,116.62,884,Solid-Blue,Original-Cheese,Baseball,Axe,Doinker-happy,Happy,Jetpack-Orange,Unicorn
4059,209.8,333,Solid-Green,Original-Cheese,Drink-orange,Middle-finger,Smile,Robin,New-Zealand,Oriental-hat
4060,226.97,270,Gradient3,Original-Cheese,Card-clubs,Rupee-Green,Open-mouth,Regular,wingsPink,Sombrero
4061,120.57,857,Solid-Yellow,Original-Cheese,Card-diamonds,Rupee-Blue,Doinker,Not-Super-Clever,,Pink-punk
4062,172.66,494,Solid-Green,Original-Cheese,Apple-red,Nemo,Open-mouth,Regular,USA,Irish
4063,256.91,193,Gradient2,Original-Cheese,Fries,Coin,Smirk,Not-Super-Clever,Belgium,Cowboy
4064,106.01,958,Solid-Pink,Strong-Cheese,Heart,Pitchfork,Doinker-sad,Regular,wingsPink,Halo-silver
4065,121.77,852,Solid-Blue,Original-Cheese,Drink-orange,Magic-mushroom,Smile,Tall,Canada,
4066,73.63,1082,Solid-Pink,Original-Cheese,Heart,Sword-kid,Doinker-sad,Happy,,
4067,142.96,678,Solid-Blue,Original-Cheese,,Middle-finger,Smirk,Not-Super-Clever,,Crown
4068,185.92,431,Solid-Blue,Original-Cheese,Drink-blue,Baseball-bat,Doinker-happy,Not-Super-Clever,Jetpack-Horizontal,
4069,141.02,695,Solid-Green,Original-Cheese,Apple-green,Axe,Doinker-happy,Sunglasses,Great-Britain,
4070,123.81,834,Solid-Blue,Original-Cheese,Card-clubs,Pitchfork,Doinker-happy,Regular,Brazil,Joker
4071,86.6,1058,Solid-Yellow,Original-Cheese,Apple-green,Torch,Closed-mouth,Regular,Jetpack-Orange,Horns
4072,1171.3,7,Solid-Yellow,Original-Cheese,Soda-can,Spatula,Smile,Shut-1,,Messy-hair-and-horns
4073,221.04,288,Solid-Green,Original-Cheese,,Baseball-bat,Mutt,Tall,South-Africa,
4074,152.23,620,Solid-Blue,Blue-Cheese,,Sword-kid,Smirk,Crying,Malaysia,
4075,333.96,83,Solid-Blue,Original-Cheese,,Gun-green,Doinker-sad,Eye-patch,Turkey,Stovepipe
4076,457.3,28,Solid-Pink,Original-Cheese,Diamond,Gun-green,Mutt,Not-Super-Clever,wingsBlue,Irish
4077,234.25,246,Solid-Yellow,Original-Cheese,,Rupee-Blue,Doinker-sad,Stoned,Bomb-bag,Horns
4078,279.68,158,Solid-Pink,Original-Cheese,Apple-red,Gun-red,Mutt,Crying,Jetpack-Green,Sombrero
4079,113.71,909,Solid-Pink,Original-Cheese,,Torch,Sad-mouth,Not-Super-Clever,Puerto-Rico,Horns
4080,210.89,331,Solid-Blue,Original-Cheese,Bible,Coin,Smile,Regular,El-Salvador,Flower
4081,158.48,578,Solid-Green,Original-Cheese,Card-clubs,Rupee-Blue,Open-mouth,Regular,Turkey,Agent-brown
4082,161.4,558,Solid-Pink,Original-Cheese,,Torch,Mustache,Shut-1,Russia,Sombrero
4083,186.28,429,Solid-Pink,Original-Cheese,Apple-green,Ice-cream,Happy-open,Looking-Down-Right,El-Salvador,Cowboy
4084,165.7,532,Solid-Blue,Strong-Cheese,,Axe,Doinker-sad,Dilated,USA,Pink-punk
4085,184.89,434,Solid-Pink,Original-Cheese,Apple-red,Spatula,Smile,Looking-Up-Left,Singapore,Side-cut
4086,190.74,404,Solid-Blue,Strong-Cheese,Drink-blue,Rupee-Blue,Doinker-sad,Dilated,Jetpack-Blue,Irish
4087,130.03,776,Solid-Yellow,Strong-Cheese,Soft-drink,,Smile,Happy,Brazil,Messy-hair
4088,170.85,504,Solid-Yellow,Original-Cheese,Drink-orange,Torch,Doinker-happy,Regular,Singapore,Crown
4089,160.09,567,Solid-Green,Strong-Cheese,Soft-drink,Torch,Smile,Looking-Up-Right,Kid-amused,
4090,134.35,748,Solid-Pink,Cheese-on-a-Stick,Drink-orange,Spatula,Closed-mouth,Tall,Turkey,Joker
4091,115.74,891,Solid-Yellow,Original-Cheese,Apple-green,Spatula,Doinker-sad,Tall,USA,
4092,249.12,212,Solid-Yellow,Original-Cheese,Heart,Pitchfork,Doinker-sad,Shut-1,rainbowRoad,Halo-silver
4093,138.94,711,Solid-Blue,Original-Cheese,,Sword-kid,Not-amused,Looking-Up-Right,Australia,
4094,139.35,708,Solid-Green,Cheese-on-a-Stick,Heart,Rupee-Green,Happy-open,Out-cold,,
4095,93.07,1031,Solid-Pink,Original-Cheese,Drink-orange,,Closed-mouth,Shut-2,Bomb-bag,Joker
4096,114.61,903,Solid-Pink,Original-Cheese,Soft-drink,Torch,Sad-mouth,Not-Super-Clever,Germany,
4097,135.25,737,Solid-Yellow,Original-Cheese,,Rupee-Green,Sad-mouth,Tall,Japan,Headband
4098,262.68,181,Solid-Blue,Strong-Cheese,Apple-green,Katana,Doinker-happy,Regular,Japan,Stovepipe
4099,213.65,322,Solid-Blue,Original-Cheese,Soda-can,Coin,Surgical-mask,Not-Super-Clever,Italy,Messy-hair
4100,228.6,263,Solid-Green,Original-Cheese,Card-clubs,Axe,Surgical-mask,Looking-Up-Left,Sweden,Flower
4101,191.48,398,Solid-Pink,Original-Cheese,Apple-red,Pitchfork,Happy-open,Regular,Germany,Cap
4102,160.34,565,Solid-Green,Original-Cheese,Baseball,Pitchfork,Smile,Crossed-1,,Side-cut
4103,104.61,972,Solid-Green,Original-Cheese,Soda-can,Rupee-Blue,Doinker-sad,Not-Super-Clever,Denmark,Sombrero
4104,274.69,164,Solid-Yellow,Original-Cheese,Card-clubs,Gun-green,Closed-mouth,Crossed-1,Jetpack-Orange,Joker
4105,257.61,192,Solid-Green,Strong-Cheese,Soft-drink,Torch,Pipe,Dilated,,Halo-silver
4106,145,668,Solid-Blue,Blue-Cheese,Drink-orange,Spatula,Closed-mouth,Tall,New-Zealand,Halo-silver
4107,158.3,579,Solid-Pink,Original-Cheese,Card-clubs,Torch,Smirk,Regular,Singapore,Agent-brown
4108,98.75,1002,Solid-Green,Cheese-on-a-Stick,Apple-green,Pitchfork,Smirk,Regular,,Horns
4109,166.01,529,Solid-Blue,Cheese-on-a-Stick,Shield-tower,Baseball-bat,Not-amused,Shut-2,USA,Joker
4110,173.76,483,Gradient1,Original-Cheese,Apple-green,Magic-mushroom,Doinker-happy,Not-Super-Clever,Denmark,Joker
4111,116.55,885,Solid-Yellow,Original-Cheese,,Balloons,Closed-mouth,Shut-2,,Beret
4112,324.75,90,Gradient2,Original-Cheese,,Gun-bubbles,Smile,Regular,Jetpack-Orange,Oriental-hat
5001,128.43,793,Solid-Blue,Original-Cheese,Soft-drink,Magic-mushroom,Sad-mouth,Regular,Jetpack-Blue,Irish
5002,168.07,521,Solid-Yellow,Original-Cheese,Soda-can,Spatula,Doinker-happy,Robin,New-Zealand,Joker
5003,122.5,847,Solid-Blue,Strong-Cheese,SNES-controller,Magic-mushroom,Not-amused,Regular,El-Salvador,
5004,353.33,69,Gradient2,Original-Cheese,Card-clubs,Balloons,Closed-mouth,Stoned,wingsBlue,Horns
5005,197.31,377,Gradient4,Original-Cheese,,Sword-kid,Closed-mouth,Looking-Down-Right,Bomb-bag,Flower
5006,151.34,628,Solid-Pink,Original-Cheese,SNES-controller,Torch,Doinker-sad,Crying,Argentina,Straw-hat
5007,190.92,402,Gradient5,Original-Cheese,Drink-orange,Nemo,Pacifier-pink,Shut-2,wingsPink,
5008,93.72,1026,Solid-Blue,Original-Cheese,Heart,Rupee-Green,Doinker-sad,Regular,Jetpack-Orange,Joker
5009,114.18,905,Solid-Pink,Original-Cheese,Soft-drink,Rupee-Green,Doinker,Shut-3,,Agent-black
5010,153.6,610,Solid-Blue,Original-Cheese,Fries,Baseball-bat,Not-amused,Happy,Canada,Irish
5011,234.02,248,Solid-Yellow,Original-Cheese,Card-diamonds,Rupee-Green,Mutt,Not-Super-Clever,European-Union,Horns
5012,132.73,761,Solid-Pink,Original-Cheese,Card-diamonds,,Doinker-sad,Shut-3,Bomb-bag,Oriental-hat
5013,130.24,775,Solid-Pink,Strong-Cheese,Fries,Rupee-Green,Doinker-sad,Shut-1,Jetpack-Orange,Cowboy
5014,246.71,216,Solid-Blue,Original-Cheese,,Magic-mushroom,Doinker-happy,Neanderthal,wingsPink,Beret
5015,184.38,438,Solid-Yellow,Original-Cheese,Bow,Baseball-bat,Closed-mouth,Looking-Down-Right,Belgium,Headband
5016,114.01,906,Solid-Green,Strong-Cheese,,Gun-red,Doinker-happy,Shut-4,Jetpack-Orange,Flower
5017,116.14,887,Solid-Blue,Original-Cheese,,Torch,Doinker-sad,Not-Super-Clever,Jetpack-Orange,Pink-punk
5018,197.92,373,Solid-Green,Original-Cheese,SNES-controller,,Closed-mouth,Great-thinker,Great-Britain,Halo-silver
5019,129.19,783,Solid-Pink,Original-Cheese,Heart,Torch,Mustache,Regular,wingsPink,Flower
5020,125.7,816,Solid-Blue,Original-Cheese,Card-diamonds,Nemo,Happy-open,Not-Super-Clever,Italy,Cowboy
5021,233.74,250,Solid-Pink,Cheese-on-a-Stick,Shield-tower,Rupee-Green,Smile,Looking-Up-Left,Kid-amused,Crown
5022,127.32,802,Solid-Blue,Original-Cheese,Card-diamonds,Nemo,Not-amused,Not-Super-Clever,wingsPink,Side-cut
5023,180.25,450,Solid-Green,Original-Cheese,Card-clubs,Pitchfork,Happy-open,Dilated,Brazil,Stovepipe
5024,386.62,49,Solid-Yellow,Shredded-Blue-Cheese,Soda-can,Rupee-Blue,Doinker-sad,Crossed-2,Kid-amused,Flower
5025,169.08,514,Solid-Green,Original-Cheese,Soda-can,Nemo,Not-amused,Shut-1,Great-Britain,Straw-hat
5026,105.53,962,Solid-Blue,Original-Cheese,Card-clubs,Axe,Doinker,Regular,El-Salvador,Joker
5027,344.29,77,Solid-Yellow,Original-Cheese,Baseball,,Sad-mouth,Regular,wingsBlue,Halo-gold
5028,122.74,845,Solid-Green,Cheese-on-a-Stick,Shield-tower,Balloons,Closed-mouth,Regular,Denmark,Flower
5029,298.73,122,Solid-Yellow,Original-Cheese,Apple-green,Scythe,Cigarette,Regular,Kid-amused,Straw-hat
5030,157.79,583,Solid-Pink,Original-Cheese,Heart,Sword-kid,Closed-mouth,Looking-Up-Right,Canada,Straw-hat
5031,316.27,104,Solid-Pink,Original-Cheese,Drink-orange,Magic-mushroom,Pipe,Puppy-eyes,Denmark,Cowboy
5032,123.48,836,Solid-Blue,Original-Cheese,Shield-tower,Rupee-Green,Closed-mouth,Crying,China,
5033,137.15,726,Solid-Pink,Original-Cheese,Fries,Pitchfork,Doinker-sad,Shut-3,Australia,Flower
5034,128.52,791,Solid-Yellow,Original-Cheese,,Ice-cream,Smirk,Not-Super-Clever,Bomb-bag,Joker
5035,174.01,481,Solid-Yellow,Strong-Cheese,Soft-drink,Spatula,Doinker-happy,Shut-4,Kid-amused,Police-hat
5036,169.28,511,Solid-Green,Original-Cheese,Drink-orange,Middle-finger,Smirk,Looking-Up-Left,wingsPink,Beret
5037,340.99,78,Solid-Yellow,Original-Cheese,Soda-can,,Closed-mouth,Happy,wingsPink,Halo-gold
5038,207.99,339,Solid-Blue,Original-Cheese,Baseball,Pitchfork,Doinker-happy,Disapproval-Left,Great-Britain,Messy-hair
5039,73.18,1083,Solid-Pink,Strong-Cheese,Baseball,,Closed-mouth,Shut-2,,
5040,161.81,555,Solid-Pink,Original-Cheese,,Nemo,Closed-mouth,Out-cold,Canada,
5041,452.92,30,Solid-Pink,Original-Cheese,Apple-green,Sword-kid,Sad-mouth,Regular,Kid-careless,Joker
5042,261.72,184,Gradient5,Original-Cheese,Drink-orange,Rupee-Green,Mutt,Happy,European-Union,
5043,155.41,598,Solid-Blue,Original-Cheese,Heart,Magic-mushroom,Open-mouth,Looking-Up-Right,Belgium,Side-cut
5044,449.32,31,Solid-Blue,Original-Cheese,Card-clubs,Rupee-Green,Sad-mouth,Not-Super-Clever,Kid-careless,Straw-hat
5045,122.17,849,Solid-Green,Original-Cheese,Apple-green,,Happy-open,Happy,Norway,Straw-hat
5046,99.29,1000,Solid-Yellow,Original-Cheese,Drink-orange,,Doinker,Round-glasses,,Messy-hair
5047,117.69,876,Solid-Blue,Strong-Cheese,Heart,Magic-mushroom,Mustache,Regular,,Flower
5048,159.13,573,Solid-Yellow,Original-Cheese,,Torch,Doinker-happy,Happy,Jetpack-Green,Agent-brown
5049,115.06,898,Solid-Green,Original-Cheese,Soda-can,Axe,Open-mouth,Regular,Jetpack-Blue,
5050,165.32,533,Solid-Pink,Original-Cheese,Shield-tower,Rupee-Green,Closed-mouth,Dilated,South-Africa,Halo-silver
5051,905.48,9,Galactic,Magic-Mold-Cheese,Card-clubs,Magic-mushroom,Not-amused,Not-Super-Clever,,Cowboy
5052,249.64,210,Solid-Green,Original-Cheese,Shield-tower,,Pipe,Crying,Bomb-bag,Joker
5053,88.65,1051,Solid-Pink,Original-Cheese,Soft-drink,Rupee-Green,Smirk,Happy,Bomb-bag,
5054,200.24,362,Solid-Green,Strong-Cheese,Soft-drink,Rupee-Green,Pacifier-pink,Looking-Up-Right,Sweden,Irish
5055,71.23,1091,Solid-Pink,Strong-Cheese,,Pitchfork,Doinker-happy,Regular,,Sombrero
5056,191.53,397,Solid-Blue,Original-Cheese,Apple-green,Gun-green,Smirk,Not-Super-Clever,,Flower
5057,215.53,312,Solid-Pink,Original-Cheese,SNES-controller,Scythe,Doinker,Sunglasses,Germany,Oriental-hat
5058,205.69,345,Solid-Green,Blue-Cheese,Fries,Nemo,Closed-mouth,Looking-Down-Left,China,Stovepipe
5059,148.1,648,Solid-Green,Original-Cheese,Apple-green,Axe,Doinker-happy,Not-Super-Clever,Germany,Pink-punk
5060,107.71,950,Solid-Green,Original-Cheese,Card-diamonds,Torch,Smirk,Not-Super-Clever,Italy,
5061,830.49,10,Solid-Yellow,Strong-Cheese,,Magic-mushroom-eaten,Doinker-happy,Puppy-eyes,Kid-bored,Cap-reversed
5062,162.97,547,Solid-Green,Original-Cheese,Drink-orange,Baseball-bat,Doinker,Regular,Fork,Beret
5063,108.94,942,Solid-Blue,Original-Cheese,SNES-controller,Magic-mushroom,Not-amused,Regular,Bomb-bag,Horns
5064,113.84,907,Solid-Yellow,Blue-Cheese,Apple-green,Rupee-Green,Open-mouth,Shut-4,,
5065,323.3,92,Solid-Yellow,Original-Cheese,Drink-orange,Pitchfork,Pacifier-green,Not-Super-Clever,Kid-bored,Headband
5066,132,765,Solid-Pink,Strong-Cheese,Card-clubs,Baseball-bat,Doinker-happy,Not-Super-Clever,Russia,Halo-silver
5067,131.1,771,Solid-Pink,Cheese-on-a-Stick,Apple-green,Baseball-bat,Doinker-happy,Regular,Puerto-Rico,Horns
5068,240.19,224,Solid-Yellow,Original-Cheese,Diploma,Rupee-Red,Doinker-happy,Shut-4,Bomb-bag,Halo-silver
5069,115.65,894,Solid-Blue,Original-Cheese,Shield-tower,Torch,Doinker,Looking-Down-Right,,Cowboy
5070,236.23,239,Solid-Pink,Strong-Cheese,Drink-blue,Rupee-Green,Happy-open,Robin,Italy,Beret
5071,236.32,237,Solid-Green,Original-Cheese,Drink-orange,Balloons,Smirk,Not-Super-Clever,Bomb-bag-lit,Sombrero
5072,291.74,133,Solid-Yellow,Pickled-Cheese,,,Open-mouth,Looking-Down-Right,Puerto-Rico,
5073,137.89,720,Solid-Blue,Original-Cheese,Baseball,Balloons,Sad-mouth,Round-glasses,Bomb-bag,Messy-hair
5074,163.35,543,Solid-Pink,Original-Cheese,,Ice-cream,Sad-mouth,Crying,Belgium,Horns
5075,110.95,928,Solid-Pink,Original-Cheese,Apple-green,Pitchfork,Doinker-happy,Tall,Bomb-bag,Halo-silver
5076,208.87,337,Solid-Pink,Original-Cheese,Drink-orange,Gun-red,Closed-mouth,Shut-4,Brazil,Cap-reversed
5077,132.39,763,Solid-Green,Original-Cheese,Heart,Balloons,Smile,Crying,Japan,Horns
5078,352.1,70,Solid-Green,Original-Cheese,Apple-green,Rupee-Purple,Doinker-happy,Looking-Up-Right,Japan,Messy-hair
5079,217.92,302,Solid-Green,Original-Cheese,Drink-orange,Nemo,Doinker-happy,Crying,Kid-bored,Stovepipe
5080,299.04,120,Solid-Blue,Original-Cheese,Drink-red,Nemo,Doinker-sad,Shut-4,wingsBlue,Police-hat
5081,187.02,419,Solid-Pink,Strong-Cheese,Heart,Coin,Not-amused,Shut-1,Turkey,Cap
5082,148.72,643,Solid-Yellow,Original-Cheese,Baseball,Pitchfork,Not-amused,Crying,Jetpack-Blue,Horns
5083,117.58,878,Solid-Blue,Original-Cheese,Apple-green,Nemo,Happy-open,Not-Super-Clever,Singapore,
5084,652.09,14,Solid-Blue,Original-Cheese,,,Doinker-sad,Dilated,Japan,Headset
5085,88.8,1050,Solid-Green,Blue-Cheese,Soda-can,Magic-mushroom,Not-amused,Not-Super-Clever,,
5086,173.91,482,Solid-Blue,Original-Cheese,SNES-controller,Rupee-Green,Doinker,Tall,China,Pink-punk
5087,117.87,875,Solid-Yellow,Original-Cheese,Card-clubs,Sword-kid,Happy-open,Not-Super-Clever,Turkey,Straw-hat
5088,163.61,540,Solid-Green,Original-Cheese,SNES-controller,Torch,Doinker,Looking-Down-Left,Kid-amused,
5089,193.71,392,Solid-Blue,Original-Cheese,Soda-can,Axe,Surgical-mask,Not-Super-Clever,Denmark,Headband
5090,128.87,788,Solid-Green,Original-Cheese,SNES-controller,Baseball-bat,Smirk,Shut-3,wingsBlue,Flower
5091,215.8,309,Gradient5,Blue-Cheese,Soft-drink,Torch,Doinker-happy,Not-Super-Clever,Jetpack-Horizontal,Sombrero
5092,189.44,408,Solid-Yellow,Original-Cheese,,,Not-amused,Shut-1,New-Zealand,Cap-reversed
5093,218.72,301,Solid-Pink,Strong-Cheese,Heart,Katana,Closed-mouth,Looking-Up-Left,,Sombrero
5094,132.73,760,Solid-Green,Strong-Cheese,Heart,Pitchfork,Smile,Not-Super-Clever,Norway,Horns
5095,111.75,925,Solid-Blue,Original-Cheese,,Balloons,Smile,Looking-Up-Left,Belgium,
5096,137.81,721,Solid-Blue,Strong-Cheese,Soft-drink,Rupee-Green,Open-mouth,Regular,Japan,Headband
5097,207.71,340,Solid-Yellow,Original-Cheese,Apple-green,Ice-cream,Closed-mouth,Crossed-2,Canada,
5098,188.44,411,Solid-Pink,Original-Cheese,Heart,Rupee-Red,Happy-open,Looking-Down-Left,Malaysia,
5099,72.86,1087,Solid-Yellow,Original-Cheese,,,Closed-mouth,Not-Super-Clever,Jetpack-Orange,Sombrero
5100,156.3,591,Solid-Pink,Cheese-on-a-Stick,Soft-drink,Torch,Smirk,Regular,Australia,Cap
5101,84.49,1065,Solid-Yellow,Original-Cheese,Heart,Balloons,Doinker-sad,Happy,,Straw-hat
5102,164.86,534,Solid-Green,Original-Cheese,Bow,Spatula,Smile,Regular,Argentina,Joker
5103,253.84,202,Solid-Pink,Blue-Cheese,Drink-orange,Gun-bubbles,Not-amused,Round-glasses,wingsBlue,Police-hat
5104,176.94,467,Solid-Yellow,Original-Cheese,Drink-blue,Gun-red,Mustache,Dilated,,Horns
5105,319.13,98,Solid-Blue,Cheese-on-a-Stick,Fries,Rupee-Green,Cigarette,Shut-4,Russia,Stovepipe
5106,148.13,647,Solid-Pink,Original-Cheese,Drink-orange,Gun-red,Not-amused,Looking-Up-Left,New-Zealand,Horns
5107,400.42,45,Solid-Yellow,Original-Cheese,Baseball,Katana,Doinker,Shut-4,rainbowRoad,Beret
5108,113.69,910,Solid-Pink,Original-Cheese,Soft-drink,Nemo,Closed-mouth,Regular,El-Salvador,Side-cut
6001,358.42,67,Solid-Blue,Pickled-Cheese,Card-diamonds,Gun-red,Smile,Looking-Down-Left,wingsBlue,Cap-reversed
6002,138.96,710,Solid-Blue,Original-Cheese,,Torch,Pacifier-pink,Happy,El-Salvador,Horns
6003,1229.31,3,Trippy,Zero-Fat-Translucent-Cheese,Apple-green,,Smirk,Shut-2,Russia,Messy-hair
6004,98.5,1004,Solid-Pink,Original-Cheese,Drink-orange,Magic-mushroom,Doinker-sad,Looking-Up-Left,,Side-cut
6005,169.29,510,Solid-Green,Original-Cheese,Apple-green,Balloons,Tongue,Crying,,Headband
6006,126.85,805,Solid-Green,Original-Cheese,SNES-controller,Axe,Sad-mouth,Shut-2,Australia,
6007,216.65,307,Solid-Green,Strong-Cheese,Drink-orange,Magic-mushroom,Sad-mouth,Out-cold,Brazil,Police-hat
6008,209.04,336,Gradient2,Original-Cheese,Soft-drink,,Happy-open,Sunglasses,,Sombrero
6009,184.27,439,Solid-Green,Original-Cheese,,Magic-mushroom,Doinker,Puppy-eyes,Fork,Horns
6010,93.24,1028,Solid-Blue,Strong-Cheese,Drink-orange,Sword-kid,Open-mouth,Not-Super-Clever,,
6011,95.02,1024,Solid-Pink,Blue-Cheese,Apple-green,Balloons,Happy-open,Not-Super-Clever,,Flower
6012,133.87,751,Solid-Green,Original-Cheese,Card-clubs,Nemo,Doinker-sad,Crying,Singapore,
6013,117.63,877,Solid-Blue,Cheese-on-a-Stick,Card-diamonds,Balloons,Closed-mouth,Regular,wingsPink,Sombrero
6014,142.93,680,Solid-Blue,Cheese-on-a-Stick,Baseball,Baseball-bat,Happy-open,Not-Super-Clever,European-Union,
6015,139.55,705,Solid-Green,Original-Cheese,SNES-controller,,Doinker-sad,Shut-3,Turkey,Police-hat
6016,173.11,490,Solid-Pink,Cheese-on-a-Stick,Fries,Coin,Doinker-happy,Dilated,Italy,Side-cut
